lr-AdamW,step,valid/recon/sess0,valid/loss,valid/recon,valid/bps,valid/co_bps,valid/fp_bps,valid/r2,valid/wt_l2,valid/wt_l2/ramp,valid/wt_kl,valid/wt_kl/ic,valid/wt_kl/co,valid/wt_kl/ramp,valid/recon_smth,hp_metric,cur_epoch,hp/lr_init,hp/dropout_rate,hp/l2_ic_enc_scale,hp/l2_ci_enc_scale,hp/l2_gen_scale,hp/l2_con_scale,hp/kl_co_scale,hp/kl_ic_scale,hp/weight_decay,hp/cd_rate,epoch,train/recon/sess0,train/loss,train/recon,train/bps,train/co_bps,train/fp_bps,train/r2,train/wt_l2,train/wt_l2/ramp,train/wt_kl,train/wt_kl/ic,train/wt_kl/co,train/wt_kl/ramp
0.004,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,137,0.21788080036640167,2178.901123046875,0.21788080036640167,0.22173355519771576,0.22853043675422668,0.15887664258480072,nan,0.0,0.2839506268501282,3.287547224317677e-05,8.856264685164206e-06,2.4019207558012567e-05,0.2839506268501282,0.21803444623947144,0.21788080036640167,22.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,22,,,,,,,,,,,,,
,137,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.21972991526126862,2197.3935546875,0.21972991526126862,0.1811177283525467,0.18960964679718018,0.11926925927400589,nan,0.0,0.2839505970478058,3.332239793962799e-05,9.623906407796312e-06,2.3698490622336976e-05,0.2839505970478058
0.004,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,0.21778059005737305,2177.904296875,0.21778059005737305,0.22537986934185028,0.2303135097026825,0.15457271039485931,nan,0.0,0.29629629850387573,3.317498340038583e-05,8.873096703609917e-06,2.430188760627061e-05,0.29629629850387573,0.2178567349910736,0.21778059005737305,23.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,23,,,,,,,,,,,,,
,143,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.21955908834934235,2195.69140625,0.21955908834934235,0.18231593072414398,0.19469869136810303,0.12114418298006058,nan,0.0,0.2962963283061981,3.395256862859242e-05,9.978949492506217e-06,2.3973623683559708e-05,0.2962963283061981
0.004,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,149,0.21738609671592712,2173.963623046875,0.21738609671592712,0.23247817158699036,0.2403201013803482,0.16277727484703064,nan,0.0,0.3086419701576233,3.333177664899267e-05,8.847095159580931e-06,2.448467603244353e-05,0.3086419701576233,0.21752730011940002,0.21738609671592712,24.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,24,,,,,,,,,,,,,
,149,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.21913224458694458,2191.427001953125,0.21913224458694458,0.18778854608535767,0.20260924100875854,0.12679451704025269,nan,0.0,0.3086419403553009,3.3929278288269415e-05,9.695337212178856e-06,2.4233937438111752e-05,0.3086419403553009
0.004,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,0.21720872819423676,2172.196044921875,0.21720872819423676,0.23711825907230377,0.24321261048316956,0.1623346358537674,nan,0.0,0.32098764181137085,3.384601586731151e-05,9.281817256123759e-06,2.4564196792198345e-05,0.32098764181137085,0.2173043042421341,0.21720872819423676,25.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,25,,,,,,,,,,,,,
,155,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.21894808113574982,2189.591552734375,0.21894808113574982,0.1947355717420578,0.2063414603471756,0.13105909526348114,nan,0.0,0.32098767161369324,3.4401880839141086e-05,9.946800673787948e-06,2.4455077436869033e-05,0.32098767161369324
0.004,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,161,0.21683868765830994,2168.501953125,0.21683868765830994,0.24385054409503937,0.25128763914108276,0.17091546952724457,nan,0.0,0.3333333432674408,3.457032289588824e-05,9.724086339701898e-06,2.484623655618634e-05,0.3333333432674408,0.21697837114334106,0.21683868765830994,26.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,26,,,,,,,,,,,,,
,161,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.2186242789030075,2186.35986328125,0.2186242789030075,0.20004810392856598,0.2091345638036728,0.13594435155391693,nan,0.0,0.3333333432674408,3.517928780638613e-05,1.0491842658666428e-05,2.46874460572144e-05,0.3333333432674408
0.004,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,167,0.21653534471988678,2165.474853515625,0.21653534471988678,0.2500036060810089,0.25688010454177856,0.1764644831418991,nan,0.0,0.34567901492118835,3.5128079616697505e-05,9.909910659189336e-06,2.5218167138518766e-05,0.34567901492118835,0.2166682630777359,0.21653534471988678,27.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,27,,,,,,,,,,,,,
,167,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.21842311322689056,2184.35400390625,0.21842311322689056,0.20537219941616058,0.21760039031505585,0.14057374000549316,nan,0.0,0.34567901492118835,3.5601184208644554e-05,1.0656217455107253e-05,2.4944967663032003e-05,0.34567901492118835
0.004,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
